current_headcount,average_burnout_score,comp_ratio,industry_demand,average_tenure_years,actual_attrition_count
329,82.84,1.07,69.44,7.23,31
418,52.66,0.76,53.77,5.41,33
467,71.32,1.08,72.32,4.96,22
480,44.95,1.08,68.83,6.76,14
324,79.91,1.03,67.42,3.48,17
115,52.26,0.88,89.17,4.41,11
227,56.13,1.06,56.76,5.05,8
424,65.44,1.02,99.9,1.87,39
328,74.26,1.0,100.0,4.09,22
486,75.24,1.05,47.12,4.99,30
379,59.86,1.09,51.2,4.99,18
466,55.69,1.1,84.09,8.2,30
382,50.83,1.19,48.22,4.05,29
453,70.93,1.01,28.65,4.94,28
273,51.88,0.85,28.94,2.14,21
52,82.24,1.01,88.77,4.02,5
466,65.45,0.86,82.47,5.02,49
381,65.04,0.79,56.35,1.84,38
186,50.3,1.19,68.6,2.15,9
349,55.25,0.98,100.0,6.49,27
159,57.97,0.9,100.0,7.55,10
124,48.76,0.98,100.0,5.91,9
67,66.18,1.18,42.25,7.73,3
253,87.11,1.04,87.01,6.28,25
231,82.34,1.14,43.2,6.99,21
407,86.41,0.91,53.77,6.01,37
424,78.25,1.13,53.59,7.14,17
121,78.47,0.93,93.57,3.9,6
196,84.24,1.3,51.95,4.09,16
99,63.58,0.98,73.0,4.52,3
322,66.32,0.99,60.14,4.68,22
365,63.44,1.02,82.3,5.92,25
383,36.51,0.97,34.75,3.22,21
92,42.42,1.08,45.45,5.86,4
120,50.66,1.23,41.85,1.9,9
431,75.7,1.02,69.8,0.72,36
498,50.34,1.17,86.42,2.68,36
235,69.45,1.12,63.15,6.6,13
422,59.21,1.1,72.16,9.71,21
294,65.9,1.07,80.03,0.5,25
168,67.91,0.98,85.05,4.58,12
86,79.43,0.87,63.6,4.79,5
132,46.74,1.03,69.47,1.06,11
393,58.78,0.79,99.9,0.55,50
374,75.61,0.91,41.83,2.84,19
353,45.49,0.96,74.69,5.7,20
129,43.53,1.04,78.24,5.73,5
125,27.42,1.08,72.29,6.67,5
359,82.03,1.19,68.17,4.45,33
207,57.03,1.07,68.44,3.95,9
64,39.79,0.95,75.59,6.47,3
276,99.67,1.18,89.8,6.61,32
469,55.24,0.97,100.0,3.88,34
386,73.12,0.98,53.0,9.56,15
143,49.56,1.16,56.27,3.48,8
494,53.11,1.06,82.04,5.56,36
329,100.0,0.96,58.15,5.15,27
124,70.99,1.12,75.01,4.56,6
248,64.05,0.86,41.68,7.1,15
472,78.29,1.01,80.34,4.28,25
96,35.97,0.95,96.61,4.26,5
232,57.71,0.93,81.31,4.87,16
132,83.83,1.07,78.92,5.1,12
492,67.45,1.01,63.06,7.45,14
294,60.88,0.95,56.22,5.44,18
290,82.57,1.01,75.64,3.19,23
261,51.41,1.01,76.27,1.53,19
249,85.19,0.98,68.69,6.09,23
126,78.65,0.99,83.81,0.5,7
289,47.32,1.17,75.63,5.04,11
268,71.17,0.91,92.42,6.11,21
196,65.13,0.97,57.2,4.64,7
211,55.03,0.99,71.2,5.15,14
320,75.82,0.95,99.08,4.57,21
325,53.3,1.07,58.82,3.58,19
415,59.3,0.99,79.29,2.7,16
386,100.0,1.07,18.45,3.87,34
485,42.85,1.2,79.34,3.27,34
478,51.3,1.0,54.03,4.94,26
361,60.58,1.02,65.75,1.76,24
233,54.39,1.22,76.54,2.83,15
382,96.17,1.08,68.84,7.79,29
127,67.12,1.01,43.62,4.34,5
265,13.87,0.96,96.9,3.03,16
450,63.04,0.89,79.26,5.38,38
297,26.63,0.98,49.84,4.45,8
263,59.01,1.0,67.23,1.41,21
64,61.59,0.96,100.0,7.32,4
164,80.27,0.77,79.23,3.91,18
96,58.6,0.99,71.39,5.19,3
417,95.05,1.02,68.39,2.79,32
355,76.56,0.87,71.68,2.34,24
293,74.2,0.94,74.5,4.62,12
371,59.83,1.0,100.0,5.54,22
128,82.47,1.09,70.69,3.78,12
370,75.12,1.01,35.64,6.23,16
172,72.27,1.0,65.22,3.2,8
440,64.29,0.85,74.7,0.53,42
311,48.57,1.0,61.91,5.0,17
349,61.74,1.07,67.05,4.56,16
327,56.96,0.94,51.49,2.34,22
188,66.87,0.76,56.42,3.54,11
269,84.87,1.05,69.46,8.13,24
354,57.22,0.96,91.26,0.65,26
384,89.4,0.97,53.86,5.52,35
136,69.84,0.98,70.21,6.78,5
499,72.84,1.06,46.16,4.8,29
188,51.79,0.98,73.49,5.44,9
477,39.74,0.93,82.05,4.2,40
294,33.69,0.91,82.08,1.27,27
127,85.91,0.96,58.23,6.35,9
365,71.46,0.92,73.22,2.74,20
416,54.26,1.09,100.0,3.27,28
213,72.35,0.99,87.56,6.08,14
319,100.0,0.92,57.07,2.71,28
74,88.63,0.92,65.02,6.25,6
169,41.74,0.89,29.8,3.14,15
454,56.6,1.08,64.95,0.5,33
436,91.28,1.12,78.17,6.33,30
64,52.66,0.97,64.81,8.7,3
121,50.02,0.83,100.0,2.21,10
290,89.29,1.06,38.81,2.34,27
224,74.15,1.01,66.01,3.67,11
77,44.65,0.98,54.25,1.86,5
87,90.14,0.99,56.83,2.63,8
408,53.31,0.96,100.0,4.01,31
457,47.04,0.8,75.37,3.91,37
311,74.52,0.92,100.0,3.95,28
74,74.53,0.96,45.89,2.52,3
151,58.34,1.0,62.0,11.25,8
122,65.23,0.96,76.67,4.8,5
224,55.61,1.05,87.89,4.12,12
395,62.16,0.99,25.68,4.11,23
206,48.98,0.92,66.8,2.78,10
441,67.57,1.06,47.36,2.91,23
384,49.93,1.17,71.29,9.14,15
495,52.04,1.11,63.67,7.25,28
257,20.85,0.99,67.94,3.58,13
478,95.0,0.92,100.0,4.27,60
331,69.61,1.01,82.36,4.73,22
148,54.18,1.01,86.63,6.1,8
194,93.67,1.12,77.08,3.45,15
363,73.27,0.99,61.78,5.98,17
421,47.17,0.89,68.16,3.31,34
76,37.05,1.08,70.68,5.91,3
240,66.97,1.07,67.7,8.02,14
191,44.47,0.98,55.21,2.72,13
285,54.94,1.01,66.57,4.67,14
435,86.02,1.25,59.47,4.06,39
280,66.45,1.27,54.26,7.97,17
250,71.43,1.08,100.0,6.41,17
478,51.64,0.88,46.52,4.21,41
400,70.61,1.06,72.16,6.68,17
150,71.19,1.13,78.1,1.86,9
421,62.24,0.98,42.71,2.64,24
320,68.46,0.84,53.26,4.09,25
61,100.0,1.12,53.44,5.93,4
397,44.43,1.04,73.82,6.4,22
92,78.88,1.02,83.53,4.42,6
406,82.47,0.88,77.58,1.02,58
430,47.65,1.25,100.0,1.85,42
72,49.74,0.83,64.79,3.85,5
248,69.31,1.09,58.03,2.76,13
408,64.51,0.98,53.03,5.6,18
265,77.22,0.91,74.29,4.16,17
266,62.43,0.98,58.15,3.51,15
276,53.2,1.03,34.89,5.41,11
288,55.63,1.05,67.12,3.18,13
325,70.06,1.07,37.57,1.82,18
120,62.34,1.1,62.38,5.71,7
394,64.13,1.12,60.29,5.27,9
389,62.22,1.02,57.7,4.62,14
305,93.69,0.87,100.0,6.01,43
486,50.23,1.0,33.42,2.75,28
429,82.94,1.18,64.74,0.5,44
423,100.0,0.97,80.97,6.6,48
69,55.99,1.06,70.06,5.67,3
458,72.19,1.11,98.93,5.18,31
455,22.91,1.04,99.37,2.76,27
171,73.85,0.83,48.89,3.85,14
486,61.15,0.95,95.58,3.32,42
330,82.09,1.06,100.0,5.16,38
241,61.45,0.72,77.81,3.03,18
108,65.09,1.14,74.64,4.67,4
183,59.71,1.21,68.12,6.83,8
271,75.64,1.12,93.75,6.82,18
281,38.47,0.96,75.01,3.75,22
327,73.23,0.99,78.12,4.53,13
259,31.16,1.04,73.48,3.26,8
59,74.45,0.91,86.58,3.84,4
447,62.29,1.06,66.1,3.05,23
221,100.0,1.07,95.36,6.06,22
238,73.08,0.91,68.68,6.95,7
379,69.52,0.96,63.78,4.8,11
218,86.63,1.02,31.73,4.4,20
166,49.92,0.95,81.63,4.94,11
164,100.0,0.99,89.02,2.52,15
285,78.71,0.74,58.57,3.3,24
149,59.91,1.1,82.94,3.13,8
390,60.67,1.11,75.43,4.21,19
358,45.95,1.11,47.27,1.95,23
468,67.45,0.87,53.96,1.82,47
458,89.26,0.92,92.87,4.87,51
325,35.45,0.89,61.63,3.1,27
386,82.94,1.08,84.13,4.33,41
491,90.28,1.08,54.02,0.93,56
299,50.27,0.93,77.7,6.1,18
314,88.54,1.04,46.1,5.5,30
420,49.15,1.09,95.5,9.45,30
176,49.28,1.02,40.04,4.11,8
391,72.66,1.02,80.61,4.26,27
390,78.59,0.91,68.49,4.31,26
114,77.72,1.06,72.8,5.65,5
215,62.87,1.17,83.27,4.91,15
211,36.31,0.96,100.0,4.39,15
222,55.66,1.04,52.38,6.68,7
456,54.47,0.86,64.14,3.58,40
320,50.46,0.99,62.45,10.82,18
337,69.6,0.99,68.74,5.54,22
382,69.84,0.89,39.19,7.44,33
85,88.33,0.98,74.81,3.79,8
253,77.91,0.99,64.55,0.59,16
159,73.2,1.08,76.68,5.44,10
256,53.11,1.18,46.28,0.5,22
338,64.03,0.95,90.31,4.87,23
158,76.7,1.16,62.1,3.44,5
109,85.35,1.13,70.39,6.37,10
380,61.21,1.12,46.71,2.09,19
307,77.09,0.88,94.44,3.34,27
154,70.24,1.09,62.37,1.32,12
163,74.43,0.87,81.02,3.12,16
159,54.03,1.05,82.7,5.3,7
496,46.91,1.18,44.9,5.56,28
347,36.11,1.21,93.23,4.58,24
288,49.36,0.94,90.1,8.39,15
260,49.38,1.03,57.02,6.27,9
495,58.98,0.95,51.16,5.12,28
252,57.3,0.93,89.9,9.23,18
310,86.3,1.06,55.87,5.94,27
486,60.69,1.08,59.67,3.95,23
225,53.32,1.19,55.62,4.31,14
311,57.1,0.89,88.53,6.14,29
151,58.61,0.83,79.43,7.04,12
244,52.29,1.0,60.17,8.98,7
177,51.03,0.92,68.46,4.68,6
302,60.4,1.01,68.96,1.9,17
215,91.07,1.04,76.78,4.24,19
298,61.05,0.96,68.16,4.87,18
364,90.16,0.95,76.19,5.9,30
171,58.1,1.07,93.44,5.61,11
302,76.01,0.85,81.3,5.87,27
325,52.7,1.03,86.37,3.49,23
101,75.45,1.16,81.16,0.73,9
418,60.88,0.92,36.4,2.87,19
405,49.93,1.01,62.67,4.85,20
65,50.2,1.05,84.73,2.82,4
396,66.97,1.06,40.74,5.36,17
308,37.17,0.95,84.92,5.5,22
402,68.56,0.88,51.23,3.41,31
315,80.76,0.96,47.5,3.83,31
178,62.61,0.9,76.34,6.75,7
309,73.84,1.07,39.1,3.77,16
128,62.68,0.99,82.12,3.02,6
290,70.67,1.07,57.25,6.12,14
98,67.92,0.98,84.23,5.3,5
443,50.6,1.16,87.84,4.19,22
277,45.31,1.2,39.0,6.37,13
72,68.37,1.08,54.4,2.27,4
158,82.95,0.97,65.97,9.12,15
279,54.97,0.83,55.31,4.11,24
427,49.73,0.91,54.28,6.2,29
334,57.41,0.92,64.73,1.73,23
133,60.47,1.03,72.13,5.23,6
481,79.39,1.02,75.91,5.31,15
83,66.74,1.04,100.0,5.44,7
128,57.85,0.98,74.86,3.96,6
150,93.73,0.91,44.61,3.22,17
421,46.19,0.81,81.8,1.47,47
144,49.53,1.07,100.0,3.35,10
120,47.11,1.04,98.24,4.09,7
64,95.82,1.15,63.28,2.19,5
222,39.74,1.01,73.15,3.74,11
282,55.23,1.01,39.6,3.16,15
85,76.16,0.97,87.02,6.31,2
328,66.61,0.95,63.18,6.54,18
120,85.67,1.04,55.13,5.38,11
350,86.15,1.0,52.43,7.33,27
64,53.06,0.94,93.59,3.21,3
157,100.0,1.02,86.69,5.54,17
61,61.58,0.78,41.56,5.86,4
311,67.93,1.11,85.84,5.48,26
442,61.71,1.11,73.94,4.23,22
160,46.48,0.88,90.69,1.06,19
223,63.75,0.96,35.9,4.0,10
180,66.48,1.06,69.11,0.61,11
216,65.02,1.09,97.42,2.65,18
112,66.19,1.11,81.17,4.57,7
118,34.9,1.03,76.84,2.3,5
192,69.19,0.98,62.3,2.93,9
204,61.01,1.06,73.5,4.89,10
475,62.43,0.99,35.82,5.28,23
213,89.15,1.22,43.8,3.7,18
297,59.86,1.07,99.15,1.45,25
386,99.94,1.01,67.38,6.54,34
287,57.64,0.97,47.58,1.09,23
128,37.36,0.94,67.99,4.17,4
282,76.58,0.96,82.45,5.8,22
101,36.72,0.85,34.29,0.77,11
174,57.63,0.94,34.64,4.54,8
427,74.8,0.96,74.71,7.84,19
86,87.03,1.04,67.25,4.99,7
197,34.46,0.85,100.0,4.57,20
136,70.75,0.9,96.6,1.15,11
234,90.16,1.08,44.3,4.61,18
342,54.04,0.96,69.6,6.75,23
496,92.41,1.05,60.56,1.22,56
60,51.0,1.07,65.06,0.65,5
165,58.49,1.13,88.18,2.48,9
260,39.88,1.08,100.0,3.64,19
385,66.94,1.04,77.84,4.54,22
414,70.18,1.09,100.0,3.22,31
386,69.81,1.14,71.38,3.76,15
72,73.02,0.82,89.9,6.37,7
338,70.59,1.08,94.73,3.68,18
290,63.12,0.87,63.37,5.4,19
245,63.95,0.93,89.15,6.34,14
142,58.27,0.96,71.94,1.27,7
481,70.43,1.05,65.45,2.93,33
136,72.74,0.95,62.6,3.44,7
264,59.91,1.14,65.76,4.57,13
216,73.89,1.04,90.55,5.3,14
123,61.05,1.09,74.5,3.36,7
368,62.29,1.06,82.22,4.59,26
73,67.15,0.78,79.65,5.82,6
238,73.07,1.09,100.0,3.25,16
265,66.17,1.0,66.6,1.2,15
477,60.15,1.13,89.5,5.24,26
254,64.25,0.9,68.44,4.36,21
155,89.64,0.9,27.66,4.48,13
53,62.33,1.13,74.95,6.65,3
278,53.06,1.17,90.54,6.12,19
425,87.71,0.87,78.96,5.18,52
136,50.71,0.95,75.68,3.55,4
224,56.87,0.84,65.85,5.75,21
457,59.48,0.89,80.64,3.36,41
415,62.38,0.98,78.54,3.31,17
175,46.63,0.91,100.0,5.27,12
467,61.25,0.95,88.34,5.01,30
336,58.03,1.08,74.36,1.75,27
289,63.07,0.9,100.0,6.09,16
144,88.14,0.86,72.29,4.28,18
206,63.44,1.06,91.24,0.69,21
110,41.22,1.06,80.39,3.27,8
458,62.5,1.1,72.02,6.83,27
395,76.72,1.01,90.91,4.1,29
220,64.39,1.04,63.57,2.85,9
456,59.66,1.04,66.78,3.11,27
398,68.59,1.01,32.15,7.47,16
163,33.1,1.0,75.43,7.68,8
61,80.66,1.02,93.04,5.54,5
422,86.55,0.98,71.38,3.91,33
368,76.03,0.91,45.81,6.99,21
351,85.66,1.0,49.47,4.16,33
468,66.27,1.18,89.81,4.26,36
317,84.18,0.8,74.9,4.64,37
216,54.41,0.99,80.12,4.09,15
291,93.61,0.93,71.63,3.62,20
73,75.52,0.98,61.91,6.56,5
102,39.33,1.04,58.71,3.71,5
452,80.76,0.87,45.0,2.84,52
451,77.3,0.95,54.04,6.54,16
261,60.48,1.06,76.24,3.08,9
121,73.78,1.06,55.67,6.97,8
452,48.65,1.02,28.33,5.34,16
132,58.54,1.2,40.55,5.97,5
172,59.96,0.95,82.01,2.85,12
411,66.38,1.02,67.89,1.89,27
226,65.94,1.07,87.05,3.09,19
184,71.08,0.92,37.79,6.01,7
419,59.92,1.08,100.0,3.11,24
62,39.26,0.96,93.61,1.36,5
477,71.1,1.01,60.97,2.55,23
437,65.97,1.12,45.42,8.58,26
474,72.14,1.2,41.88,1.12,36
377,58.24,1.04,90.31,2.16,30
142,55.28,1.07,88.59,5.96,7
356,58.25,0.71,56.79,5.1,26
394,61.67,0.91,68.44,2.25,13
417,55.83,0.98,35.98,5.25,21
149,65.96,0.95,66.06,4.68,6
351,60.56,1.07,66.77,4.06,17
114,66.17,0.95,44.95,5.97,3
53,84.57,1.01,68.96,5.06,4
485,68.41,0.93,68.16,5.43,21
354,49.96,1.12,99.07,3.18,30
264,79.64,0.88,82.27,6.18,29
216,71.89,0.87,56.83,6.79,19
251,60.95,1.02,69.4,1.15,17
267,64.45,1.19,81.48,4.33,16
463,49.87,1.12,40.21,4.01,25
133,52.88,0.82,72.48,4.71,10
449,79.95,0.96,42.09,4.37,24
454,68.88,0.89,81.9,3.27,43
131,68.57,0.96,72.83,6.31,7
297,86.92,1.0,78.51,2.64,23
210,45.75,0.92,76.61,5.02,7
403,43.1,1.02,81.45,5.8,27
271,47.65,0.84,61.34,3.38,21
301,69.23,0.97,43.18,2.73,10
418,45.4,1.1,99.59,4.03,27
499,43.63,0.98,63.96,7.67,26
458,67.49,0.94,77.62,7.1,14
409,66.87,0.88,85.15,2.82,30
291,76.72,0.86,73.55,5.13,19
452,77.34,1.03,73.61,2.59,19
106,83.68,1.04,73.4,2.07,10
343,62.66,1.13,39.17,5.74,11
289,70.99,0.86,40.69,3.28,22
437,63.0,1.02,72.29,4.5,17
499,81.63,0.98,99.08,7.29,56
364,58.67,0.95,20.29,2.42,15
182,56.9,1.06,93.21,3.81,15
331,58.17,0.96,100.0,6.61,26
334,82.53,1.04,86.86,0.5,46
172,43.77,0.92,62.0,5.51,8
425,62.78,1.03,100.0,5.06,34
179,56.46,1.06,52.85,3.73,9
493,95.81,1.18,71.97,2.26,38
374,46.96,1.15,61.93,6.14,24
127,66.22,1.03,88.23,3.88,9
383,48.36,1.17,70.92,4.01,14
245,71.72,0.99,76.7,0.5,20
277,92.13,1.09,50.86,6.23,26
337,63.44,0.93,36.61,3.24,20
190,79.02,1.04,47.65,4.42,11
75,46.13,1.2,76.65,6.22,3
399,55.52,1.14,100.0,2.72,30
335,81.7,0.98,71.91,2.44,30
234,59.86,1.3,70.78,0.56,15
318,49.14,0.78,86.65,4.83,32
229,86.46,1.1,100.0,5.32,25
208,41.22,0.87,31.78,3.37,20
424,73.38,1.11,100.0,2.4,25
58,60.62,1.22,49.3,3.86,3
265,69.13,0.95,95.99,4.68,21
493,68.12,1.07,78.52,2.36,20
122,100.0,0.95,65.66,3.64,11
133,37.07,1.18,76.15,5.9,5
270,79.91,0.9,77.62,4.61,11
63,57.61,0.9,34.8,3.61,4
497,68.83,1.11,73.72,4.88,24
288,77.16,0.93,86.75,7.78,23
273,76.32,1.01,68.83,2.03,14
304,44.85,0.94,72.21,6.89,12
247,57.73,0.94,66.63,2.4,11
117,72.3,1.04,91.19,2.93,8
349,88.17,1.06,97.22,4.63,41
495,87.17,0.97,49.63,6.48,40
65,77.98,0.92,55.98,5.37,3
281,67.54,1.01,59.26,1.14,17
440,74.28,1.2,72.47,4.07,20
74,66.87,0.89,77.9,7.98,5
139,68.93,1.12,49.72,3.11,8
154,42.9,0.98,36.36,5.46,5
468,65.92,0.95,56.87,7.1,28
473,100.0,0.93,80.91,3.92,51
160,71.79,1.05,87.3,5.84,13
334,83.18,0.93,48.43,5.22,26
270,30.77,1.15,52.71,2.31,14
322,59.4,0.88,78.12,3.33,18
483,63.3,1.16,83.46,5.11,31
70,56.25,1.16,51.93,3.23,4
355,44.37,0.91,79.78,3.41,17
484,73.11,0.92,88.76,1.5,36
363,54.93,1.01,64.38,4.75,19
265,71.51,1.16,66.44,2.83,13
213,66.87,0.98,68.37,5.53,8
72,65.63,0.93,51.03,2.78,3
101,52.17,0.97,48.95,3.55,3
93,37.5,0.86,75.68,4.8,7
109,40.92,1.01,74.37,7.42,8
79,41.71,0.95,41.84,4.65,4
112,76.65,0.81,56.99,3.79,10
110,71.21,1.0,81.5,5.56,4
165,87.85,0.93,95.66,4.74,17
490,63.28,0.93,65.99,4.34,27
498,68.51,1.08,48.36,2.41,30
77,65.07,0.96,66.04,3.31,4
130,68.5,1.21,53.28,3.97,7
256,64.73,0.88,44.83,5.24,19
251,86.82,1.19,80.94,5.7,27
125,79.54,0.92,38.06,2.96,7
268,87.74,0.85,70.2,3.12,31
383,71.04,0.98,75.36,1.61,33
265,99.11,1.03,65.57,7.28,24
227,84.98,0.98,62.22,7.22,17
477,57.01,0.92,89.11,2.1,29
358,48.44,1.07,100.0,5.32,20
119,70.22,1.11,57.16,1.14,7
410,76.34,1.04,69.18,2.68,22
392,89.33,0.95,43.35,5.76,38
447,65.09,1.03,51.62,2.95,24
326,52.85,1.06,51.85,4.55,15
471,74.24,1.08,64.52,3.79,20
212,65.6,1.09,81.82,4.19,16
126,71.01,1.27,56.79,7.05,6
453,68.96,0.87,96.75,6.03,49
353,71.01,0.91,53.44,7.14,18
195,66.82,1.03,68.13,4.52,8
123,53.73,0.98,36.0,2.41,4
450,54.49,1.13,63.3,7.95,31
314,96.71,1.19,50.7,4.98,24
219,50.95,1.04,72.39,6.06,9
132,58.86,0.84,82.25,6.24,12
240,72.15,0.92,66.54,4.73,12
454,29.07,1.1,64.49,4.86,16
277,78.8,0.89,54.92,1.91,28
303,60.24,0.9,84.81,1.98,35
383,60.85,1.02,54.6,5.88,15
133,36.49,1.06,56.53,6.28,8
496,63.05,0.96,69.12,2.75,27
191,89.79,1.06,71.05,5.69,15
475,73.43,1.03,24.64,4.55,24
201,62.6,0.91,82.92,2.47,15
211,91.52,0.9,54.07,1.55,29
426,65.66,1.15,48.14,3.33,13
343,62.42,0.99,100.0,6.4,20
294,66.5,1.02,97.78,7.34,26
168,34.97,0.88,61.1,5.58,14
324,77.15,1.05,71.26,3.46,12
122,64.05,0.99,93.97,4.53,8
497,80.68,1.12,62.35,4.02,42
64,32.58,1.01,100.0,5.46,4
408,84.69,0.85,74.45,5.94,50
389,50.68,1.05,69.2,3.5,23
435,46.25,1.08,90.85,3.57,29
291,62.86,1.09,60.42,1.61,18
200,69.89,1.03,91.53,5.4,12
219,94.03,0.91,55.17,1.58,24
238,66.17,1.11,88.88,2.15,19
161,59.57,0.94,30.1,4.67,8
131,67.71,0.93,53.09,3.96,5
489,45.51,0.96,58.34,2.76,28
348,48.41,0.98,73.87,2.56,15
137,81.78,0.97,73.14,5.84,11
170,49.15,0.87,82.24,5.64,17
353,65.77,0.96,62.8,7.72,15
430,67.65,0.98,85.04,3.52,33
59,42.69,1.01,94.95,4.77,5
53,85.01,0.99,43.89,6.78,5
134,65.02,1.23,68.8,4.34,8
417,64.21,0.89,89.16,5.55,42
491,58.83,1.01,32.16,4.38,25
128,63.71,1.11,96.52,2.37,7
378,63.75,0.98,83.45,8.19,31
401,30.02,0.95,46.61,3.26,27
396,70.31,1.09,62.25,5.93,17
77,43.84,1.03,85.16,6.95,6
491,53.29,1.22,88.11,4.8,34
470,69.34,1.04,28.79,3.28,24
300,37.28,0.95,45.83,5.32,11
339,71.5,0.88,35.66,5.9,27
125,67.91,0.87,57.66,4.45,8
424,86.42,1.23,41.13,6.58,41
87,70.98,0.96,64.41,3.76,4
294,77.53,1.19,72.08,0.59,19
318,73.42,0.95,85.29,5.29,20
435,81.91,1.06,49.69,1.72,49
126,56.4,0.84,60.53,1.98,10
239,63.85,0.8,48.78,5.17,19
247,82.2,1.05,98.0,4.09,27
382,39.77,1.12,64.29,7.1,16
160,47.83,0.94,57.29,4.35,8
380,36.66,0.85,81.36,3.79,30
166,69.1,0.94,91.39,4.08,10
225,68.39,0.98,63.79,2.61,9
241,81.83,0.98,59.54,3.02,25
138,58.22,1.14,60.91,2.45,8
410,86.06,1.02,88.99,1.07,56
350,64.88,0.96,59.97,2.36,17
68,83.27,1.1,66.65,3.69,6
138,67.2,0.84,53.0,1.22,13
451,41.57,0.86,74.42,5.66,37
97,74.06,1.11,73.3,3.93,4
194,80.66,1.09,75.76,2.4,16
251,66.45,0.98,58.91,6.85,17
380,53.67,0.92,67.07,5.74,21
100,87.5,1.25,100.0,3.11,12
372,77.6,1.03,98.93,3.69,25
325,68.54,0.96,40.44,0.5,19
380,40.53,1.12,73.29,3.46,15
151,67.62,0.96,69.87,3.79,6
436,52.81,0.89,63.1,5.82,28
472,54.6,0.81,66.8,5.15,42
376,74.68,1.11,59.48,4.75,17
314,80.26,1.13,95.03,5.41,36
251,52.11,0.93,56.02,5.12,11
261,19.33,1.12,100.0,6.26,21
98,57.07,1.19,100.0,7.23,6
206,68.67,0.85,49.95,3.7,17
231,88.71,1.09,91.15,4.34,21
406,58.17,0.98,73.34,0.5,32
447,36.44,0.95,70.87,6.95,19
425,72.69,1.11,69.16,0.5,26
96,71.43,0.89,50.52,3.02,8
92,78.15,1.15,79.45,5.55,4
263,48.27,0.97,62.56,5.06,11
185,56.07,1.01,68.15,2.18,8
262,57.23,1.05,57.46,2.24,13
212,63.54,0.96,63.52,2.37,10
207,71.26,0.91,75.06,7.41,11
312,67.64,1.12,88.03,2.61,19
306,52.26,0.96,69.77,2.66,16
358,74.43,0.99,99.43,4.86,22
374,52.73,1.15,89.36,4.65,22
412,53.04,0.99,82.99,7.29,30
339,52.09,0.9,62.03,7.46,28
460,73.83,1.09,91.63,2.82,28
106,72.22,1.03,86.75,4.83,8
299,63.1,0.97,83.07,6.6,13
429,51.1,0.95,39.71,5.6,21
286,39.42,1.16,44.43,4.62,12
236,29.3,0.93,78.24,2.9,12
465,66.6,1.17,64.81,4.57,18
194,60.84,0.99,85.44,5.56,12
170,73.89,0.97,59.42,4.64,10
324,48.25,0.9,83.76,3.81,35
310,83.15,0.99,64.45,5.89,36
295,61.38,1.09,70.56,2.99,18
263,47.43,0.89,64.87,8.71,21
57,69.34,0.98,82.7,2.45,4
396,72.12,1.05,76.09,1.69,24
451,59.68,0.95,78.94,6.87,22
281,83.72,1.2,100.0,4.0,31
114,79.16,1.02,100.0,4.14,8
262,77.07,0.97,55.12,5.91,16
486,69.88,1.12,85.82,3.93,28
284,71.49,0.85,86.48,7.23,24
323,81.58,0.75,60.86,4.95,44
91,47.97,0.77,72.11,1.77,11
245,84.76,1.11,64.19,5.93,24
420,76.95,1.04,44.66,4.04,20
265,92.96,1.05,87.82,5.45,30
126,52.05,1.02,55.15,3.49,4
432,62.02,0.99,41.28,5.03,23
299,61.14,1.03,56.32,7.44,14
176,86.67,0.83,77.74,4.5,22
475,53.83,1.02,51.72,5.66,24
75,69.63,0.97,52.55,1.88,5
110,44.2,0.87,71.01,9.13,7
283,84.07,0.97,64.04,5.41,29
493,71.13,0.99,71.76,4.43,23
475,70.66,0.9,58.16,4.05,45
82,49.36,0.86,100.0,2.64,8
184,20.8,1.16,79.82,5.16,9
369,67.45,1.02,37.57,5.84,16
198,46.7,0.88,100.0,1.76,27
480,51.14,1.08,51.21,2.62,24
402,36.63,1.05,69.08,2.35,27
57,68.53,1.07,76.29,6.62,3
245,58.42,0.9,88.37,1.76,20
348,51.12,0.88,78.05,0.96,35
388,62.69,1.01,43.99,4.24,23
149,21.69,1.12,87.97,3.11,10
470,89.53,1.0,33.47,4.86,46
414,53.07,0.89,47.14,4.84,31
277,69.96,1.06,40.46,5.15,22
257,88.16,0.87,89.26,4.28,35
336,68.49,0.97,88.07,3.55,25
368,79.54,1.03,59.7,4.49,15
484,51.72,0.96,73.89,4.04,24
358,47.82,0.98,64.4,3.94,15
279,54.98,0.79,85.37,5.83,27
85,48.65,1.08,88.48,2.06,8
66,70.51,1.01,56.23,2.0,4
228,51.42,1.06,62.34,2.65,10
287,94.84,1.1,73.21,6.76,29
104,60.43,1.26,100.0,7.07,10
162,69.54,0.94,73.85,4.21,7
89,67.72,0.99,90.41,3.86,6
249,58.22,1.15,68.69,6.83,13
473,71.57,1.09,57.16,6.07,21
458,83.56,0.97,95.67,4.29,46
56,75.19,1.0,31.24,2.06,2
376,81.05,1.11,100.0,5.53,38
164,77.39,1.16,79.5,0.5,12
190,54.22,1.08,84.17,6.05,16
140,65.17,0.9,66.16,0.93,11
318,51.0,1.04,59.51,3.38,13
122,54.05,0.92,100.0,5.97,9
389,67.36,1.03,67.89,3.7,23
271,59.02,0.98,88.71,1.61,21
396,83.29,1.08,89.43,4.2,45
87,74.14,0.8,60.52,3.86,6
489,61.29,0.89,60.18,2.24,38
391,48.9,0.94,85.95,1.62,43
172,74.28,1.11,75.48,4.46,9
